20251101_163339
Set Time:1800s
Live Time:1800002ms
0,247
1,0
2,1
3,4
4,1
5,5
6,5
7,3
8,2
9,3
10,1
11,2
12,0
13,2
14,1
15,2
16,2
17,2
18,2
19,3
20,0
21,2
22,3
23,1
24,2
25,0
26,2
27,3
28,5
29,3
30,1
31,4
32,4
33,1
34,2
35,5
36,1
37,2
38,1
39,2
40,2
41,1
42,1
43,1
44,1
45,1
46,5
47,5
48,2
49,3
50,2
51,2
52,2
53,2
54,1
55,0
56,2
57,0
58,5
59,2
60,0
61,1
62,2
63,0
64,2
65,3
66,2
67,1
68,4
69,2
70,2
71,2
72,0
73,1
74,0
75,0
76,2
77,2
78,5
79,1
80,3
81,0
82,4
83,0
84,1
85,3
86,1
87,2
88,2
89,0
90,1
91,2
92,3
93,2
94,2
95,0
96,1
97,1
98,1
99,4
100,1
101,4
102,0
103,2
104,3
105,2
106,0
107,3
108,2
109,1
110,2
111,1
112,3
113,3
114,3
115,1
116,2
117,2
118,1
119,1
120,1
121,3
122,1
123,3
124,1
125,2
126,1
127,4
128,2
129,4
130,3
131,1
132,5
133,3
134,1
135,4
136,1
137,3
138,1
139,1
140,1
141,3
142,2
143,3
144,1
145,0
146,0
147,3
148,1
149,1
150,1
151,1
152,0
153,2
154,2
155,1
156,2
157,4
158,3
159,3
160,0
161,1
162,4
163,0
164,2
165,2
166,1
167,3
168,2
169,3
170,6
171,2
172,2
173,2
174,3
175,2
176,0
177,3
178,2
179,4
180,2
181,0
182,0
183,2
184,1
185,1
186,1
187,3
188,1
189,1
190,2
191,3
192,2
193,1
194,0
195,1
196,3
197,4
198,4
199,5
200,2
201,3
202,1
203,3
204,3
205,5
206,1
207,7
208,2
209,2
210,3
211,0
212,8
213,3
214,5
215,4
216,2
217,0
218,0
219,4
220,2
221,4
222,3
223,3
224,2
225,1
226,3
227,1
228,1
229,3
230,2
231,0
232,1
233,3
234,3
235,0
236,4
237,1
238,0
239,0
240,6
241,1
242,0
243,3
244,5
245,3
246,3
247,3
248,1
249,1
250,1
251,5
252,4
253,0
254,8
255,4
256,2
257,4
258,2
259,5
260,1
261,2
262,3
263,1
264,6
265,5
266,8
267,4
268,6
269,11
270,8
271,5
272,11
273,8
274,10
275,15
276,9
277,7
278,14
279,13
280,8
281,9
282,13
283,9
284,11
285,12
286,12
287,14
288,23
289,21
290,12
291,9
292,22
293,16
294,18
295,23
296,17
297,28
298,25
299,29
